Idade;Sexo;Tipo de Assinatura;Valor da Assinatura;Modalidade;Cidade de Entrega;Nome do Bairro;Número Exemplares;Número Exemplares Entregues;Quantidade Parcelas Contrato;Data de Validade Inicial;Data de Validade Final
44;F;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Comendador Mancor Daud;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;27;10;25/02/2024 00:00;24/02/2025 00:00
64;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Elmaz;261;27;10;25/02/2024 00:00;24/02/2025 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;27;10;25/02/2024 00:00;24/02/2025 00:00
56;F;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;27;10;25/02/2024 00:00;24/02/2025 00:00
41;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ideal;261;27;6;25/02/2024 00:00;24/02/2025 00:00
95;M;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;27;10;25/02/2024 00:00;24/02/2025 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Alto Alegre;261;27;10;25/02/2024 00:00;24/02/2025 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Alvorada;261;27;10;25/02/2024 00:00;24/02/2025 00:00
58;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
81;F;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Elvira;261;27;10;25/02/2024 00:00;24/02/2025 00:00
64;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
59;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Jardim do Cedro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
63;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Cidade Jardim;261;27;10;25/02/2024 00:00;24/02/2025 00:00
67;F;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;27;10;25/02/2024 00:00;24/02/2025 00:00
67;F;Combo;720;Anual;São José do Rio Preto;Vila Cristina;104;11;12;25/02/2024 00:00;28/02/2025 00:00
70;F;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;27;12;25/02/2024 00:00;24/02/2025 00:00
87;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Yolanda;261;27;10;25/02/2024 00:00;24/02/2025 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Cecap;261;27;10;25/02/2024 00:00;24/02/2025 00:00
92;M;Impressa;1669;Anual;São José do Rio Preto;Higienópolis;261;27;10;25/02/2024 00:00;24/02/2025 00:00
71;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Nossa Senhora do Bonfim;261;28;12;25/02/2024 00:00;24/02/2025 00:00
72;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Panorama;261;27;10;25/02/2024 00:00;24/02/2025 00:00
56;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Panorama;261;27;10;25/02/2024 00:00;24/02/2025 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Conjunto Habitacional Costa do Sol;261;27;10;25/02/2024 00:00;24/02/2025 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;27;10;25/02/2024 00:00;24/02/2025 00:00
60;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Redentor;261;27;10;25/02/2024 00:00;24/02/2025 00:00
60;M;Impressa;1669;Anual;São José do Rio Preto;Vila Boa Esperança;261;27;12;25/02/2024 00:00;24/02/2025 00:00
75;F;Impressa;1669;Anual;São José do Rio Preto;Conjunto Habitacional Costa do Sol;261;27;10;25/02/2024 00:00;24/02/2025 00:00
90;F;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;27;10;25/02/2024 00:00;24/02/2025 00:00
86;F;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;27;10;25/02/2024 00:00;24/02/2025 00:00
75;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Walkíria;261;27;10;25/02/2024 00:00;24/02/2025 00:00
75;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
53;F;Impressa;1669;Anual;São José do Rio Preto;São Francisco;261;27;10;25/02/2024 00:00;24/02/2025 00:00
57;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Redentor;261;27;10;25/02/2024 00:00;24/02/2025 00:00
81;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;27;10;25/02/2024 00:00;24/02/2025 00:00
47;F;Impressa;1669;Anual;São José do Rio Preto;Jardim América;261;27;10;25/02/2024 00:00;24/02/2025 00:00
87;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf II;261;27;10;25/02/2024 00:00;24/02/2025 00:00
64;M;Impressa;1669;Anual;São José do Rio Preto;Jardim do Bosque;261;27;10;25/02/2024 00:00;24/02/2025 00:00
72;F;Impressa;1669;Anual;São José do Rio Preto;Vila Moreira;261;27;10;25/02/2024 00:00;24/02/2025 00:00
72;F;Impressa;1669;Anual;São José do Rio Preto;Jardim dos Seixas;261;27;10;25/02/2024 00:00;24/02/2025 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Vila Maceno;261;27;10;25/02/2024 00:00;24/02/2025 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Estrela;261;27;12;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;27;10;25/02/2024 00:00;24/02/2025 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Santa Cruz;261;27;4;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim Canaã;261;27;10;25/02/2024 00:00;24/02/2025 00:00
68;F;Combo;360;Semestral;São José do Rio Preto;Vila Curti;52;11;6;25/02/2024 00:00;24/08/2024 00:00
80;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Europa;261;28;1;25/02/2024 00:00;24/02/2025 00:00
80;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ipiranga;261;27;12;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;27;12;25/02/2024 00:00;24/02/2025 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Fazenda Monte Alto (Zona Rural);261;27;12;25/02/2024 00:00;24/02/2025 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;27;12;25/02/2024 00:00;24/02/2025 00:00
86;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Francisco Fernandes;261;27;10;25/02/2024 00:00;24/02/2025 00:00
86;F;Impressa;1669;Anual;São José do Rio Preto;Vila Santo Antônio;261;27;10;25/02/2024 00:00;24/02/2025 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Urano;261;27;10;25/02/2024 00:00;24/02/2025 00:00
42;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;27;12;25/02/2024 00:00;24/02/2025 00:00
42;M;Impressa;1669;Anual;São José do Rio Preto;Cecap;261;27;10;25/02/2024 00:00;24/02/2025 00:00
83;M;Impressa;1669;Anual;São José do Rio Preto;Fazenda Palhinha (Zona Rural);261;27;10;25/02/2024 00:00;24/02/2025 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Vila Santa Cruz;261;27;10;25/02/2024 00:00;24/02/2025 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Morada Campestre;261;27;10;25/02/2024 00:00;24/02/2025 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial Campo Verde;261;27;10;25/02/2024 00:00;24/02/2025 00:00
55;F;Impressa;1669;Anual;São José do Rio Preto;Eldorado;261;27;10;25/02/2024 00:00;24/02/2025 00:00
55;F;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;27;12;25/02/2024 00:00;24/02/2025 00:00
44;M;Impressa;1669;Anual;São José do Rio Preto;Cidade Nova;261;27;10;25/02/2024 00:00;24/02/2025 00:00
57;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;27;10;25/02/2024 00:00;24/02/2025 00:00
57;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maria Lúcia;261;27;10;25/02/2024 00:00;24/02/2025 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Vila São Manoel;261;27;12;25/02/2024 00:00;24/02/2025 00:00
61;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Residencial Vetorasso;261;27;10;25/02/2024 00:00;24/02/2025 00:00
82;M;Digital;1251,75;Anual;São José do Rio Preto;Roseiral;261;28;1;25/02/2024 00:00;24/02/2025 00:00
39;F;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Cambuí;261;27;10;25/02/2024 00:00;24/02/2025 00:00
39;F;Impressa;1669;Anual;São José do Rio Preto;Vila Boa Esperança;261;27;12;25/02/2024 00:00;24/02/2025 00:00
36;F;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;27;10;25/02/2024 00:00;24/02/2025 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;27;11;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Fazenda Palhinha (Zona Rural);261;27;12;25/02/2024 00:00;24/02/2025 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Parque da Cidadania;104;11;12;25/02/2024 00:00;28/02/2025 00:00
63;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;27;10;25/02/2024 00:00;24/02/2025 00:00
59;F;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;27;10;25/02/2024 00:00;24/02/2025 00:00
59;F;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;27;10;25/02/2024 00:00;24/02/2025 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;27;10;25/02/2024 00:00;24/02/2025 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Tarraf II;261;28;12;25/02/2024 00:00;24/02/2025 00:00
67;F;Impressa;1669;Anual;São José do Rio Preto;Residencial Gaivota I;261;27;10;25/02/2024 00:00;24/02/2025 00:00
74;F;Impressa;1669;Anual;São José do Rio Preto;Eldorado;261;27;12;25/02/2024 00:00;24/02/2025 00:00
74;F;Impressa;1669;Anual;São José do Rio Preto;Vila Maceno;261;27;10;25/02/2024 00:00;24/02/2025 00:00
90;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
81;M;Impressa;1669;Anual;Monte Aprazível;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
81;M;Impressa;1669;Anual;Monte Aprazível;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
68;M;Impressa;1669;Anual;Pindorama;Centro;261;27;12;25/02/2024 00:00;24/02/2025 00:00
75;M;Impressa;1669;Anual;Mirassol;AEROPORTO;261;27;10;25/02/2024 00:00;24/02/2025 00:00
85;M;Impressa;1669;Anual;Palestina;Centro;261;27;12;25/02/2024 00:00;24/02/2025 00:00
98;M;Impressa;1669;Anual;Mirassol;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
55;M;Impressa;1669;Anual;José Bonifácio;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
94;M;Impressa;1669;Anual;José Bonifácio;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
69;M;Impressa;1669;Anual;Mirassol;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
49;M;Impressa;1669;Anual;Palestina;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
79;F;Combo;720;Anual;NEVES PAULISTA;A DEFINIR;104;11;12;25/02/2024 00:00;28/02/2025 00:00
2024;F;Impressa;1669;Anual;Ibirá;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;Mirassol;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
66;M;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
83;F;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
50;M;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
50;M;Impressa;1669;Anual;NEVES PAULISTA;A DEFINIR;261;27;12;25/02/2024 00:00;24/02/2025 00:00
63;M;Impressa;1669;Anual;Palestina;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
65;F;Impressa;1669;Anual;Mirassol;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
74;M;Impressa;1669;Anual;Tanabi;A DEFINIR;261;27;12;25/02/2024 00:00;24/02/2025 00:00
37;M;Impressa;1669;Anual;Tanabi;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
66;F;Impressa;1669;Anual;Tanabi;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
59;F;Impressa;1669;Anual;Tanabi;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
59;M;Impressa;1669;Anual;Mirassol;LOT VILLAGE MIRASSOL;261;27;10;25/02/2024 00:00;24/02/2025 00:00
65;M;Impressa;1669;Anual;Bady Bassitt;A DEFINIR;261;17;12;25/02/2024 00:00;11/03/2025 00:00
42;M;Impressa;1669;Anual;Uchoa;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
39;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Gisette;261;28;6;25/02/2024 00:00;24/02/2025 00:00
39;M;Impressa;1669;Anual;Olímpia;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
87;M;Impressa;1669;Anual;Tanabi;Centro;261;27;10;25/02/2024 00:00;24/02/2025 00:00
96;M;Impressa;834,5;Semestral;Ibirá;A DEFINIR;128;27;4;25/02/2024 00:00;23/08/2024 00:00
64;M;Impressa;1669;Anual;Nova Granada;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
36;F;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
36;F;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;27;10;25/02/2024 00:00;24/02/2025 00:00
44;F;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;27;10;25/02/2024 00:00;24/02/2025 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;27;6;25/02/2024 00:00;24/02/2025 00:00
79;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;27;10;25/02/2024 00:00;24/02/2025 00:00
65;M;Impressa;1669;Anual;Mirassol;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
68;F;Impressa;1669;Anual;Mirassol;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
74;F;Impressa;1669;Anual;São José do Rio Preto;Parque das Flores II;261;27;10;25/02/2024 00:00;24/02/2025 00:00
74;F;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
74;F;Impressa;1669;Anual;Urupês;A DEFINIR;261;27;12;25/02/2024 00:00;24/02/2025 00:00
56;M;Impressa;1669;Anual;Monte Azul Paulista;Centro;261;27;11;25/02/2024 00:00;24/02/2025 00:00
44;M;Combo;720;Anual;Nova Aliança;A DEFINIR;104;11;12;25/02/2024 00:00;28/02/2025 00:00
82;M;Impressa;1669;Anual;Irapuã;A DEFINIR;261;27;10;25/02/2024 00:00;24/02/2025 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;QUINTA DO GOLFE PARK;261;27;11;25/02/2024 00:00;24/02/2025 00:00
58;F;Impressa;1669;Anual;Mirassol;REGISSOL;261;27;10;25/02/2024 00:00;24/02/2025 00:00
71;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Maceno;261;27;12;27/02/2024 00:00;25/02/2025 00:00
58;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Nazareth;261;26;5;27/02/2024 00:00;25/02/2025 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;26;10;27/02/2024 00:00;25/02/2025 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;26;10;27/02/2024 00:00;25/02/2025 00:00
70;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Imperial;261;27;12;27/02/2024 00:00;25/02/2025 00:00
78;F;Digital;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;27;12;27/02/2024 00:00;25/02/2025 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Bosque da Felicidade;261;26;11;27/02/2024 00:00;25/02/2025 00:00
75;M;Impressa;1669;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;261;26;10;27/02/2024 00:00;25/02/2025 00:00
85;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Conceição;261;26;12;27/02/2024 00:00;25/02/2025 00:00
57;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Itapema;261;26;6;27/02/2024 00:00;25/02/2025 00:00
77;M;Combo;780;Anual;São José do Rio Preto;Vila Maceno;156;17;2;27/02/2024 00:00;25/02/2025 00:00
90;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;26;7;27/02/2024 00:00;25/02/2025 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Cidade Nova;261;26;10;27/02/2024 00:00;25/02/2025 00:00
50;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;26;3;27/02/2024 00:00;25/02/2025 00:00
50;M;Impressa;1669;Anual;São José do Rio Preto;Jardim dos Seixas;261;26;6;27/02/2024 00:00;25/02/2025 00:00
64;M;Impressa;1669;Anual;São José do Rio Preto;Vila Militar;261;26;10;27/02/2024 00:00;25/02/2025 00:00
46;F;Combo;780;Anual;São José do Rio Preto;Jardim Nazareth;156;17;12;27/02/2024 00:00;25/02/2025 00:00
34;F;Impressa;1669;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;26;10;27/02/2024 00:00;25/02/2025 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Urano;261;26;10;27/02/2024 00:00;25/02/2025 00:00
97;M;Impressa;1669;Anual;São José do Rio Preto;Vila São Pedro;261;26;10;27/02/2024 00:00;25/02/2025 00:00
73;F;Impressa;1669;Anual;São José do Rio Preto;Vila Angélica;261;26;10;27/02/2024 00:00;25/02/2025 00:00
84;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Nazareth;261;26;10;27/02/2024 00:00;25/02/2025 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;26;8;27/02/2024 00:00;25/02/2025 00:00
81;M;Impressa;1669;Anual;São José do Rio Preto;Parque Celeste;261;26;12;27/02/2024 00:00;25/02/2025 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Roseiral;261;26;10;27/02/2024 00:00;25/02/2025 00:00
70;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf II;261;26;10;27/02/2024 00:00;25/02/2025 00:00
78;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Urano;261;26;10;27/02/2024 00:00;25/02/2025 00:00
60;M;Impressa;1669;Anual;São José do Rio Preto;Vila Diniz;261;26;12;27/02/2024 00:00;25/02/2025 00:00
60;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;26;10;27/02/2024 00:00;25/02/2025 00:00
72;F;Impressa;1669;Anual;São José do Rio Preto;Jardim dos Seixas;261;26;10;27/02/2024 00:00;25/02/2025 00:00
47;M;Impressa;1669;Anual;São José do Rio Preto;Jardim do Bosque;261;26;12;27/02/2024 00:00;25/02/2025 00:00
54;M;Combo;780;Anual;São José do Rio Preto;Residencial Ana Célia;156;17;12;27/02/2024 00:00;25/02/2025 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Universitário;261;26;10;27/02/2024 00:00;25/02/2025 00:00
80;M;Impressa;1669;Anual;São José do Rio Preto;São Francisco;261;26;1;27/02/2024 00:00;25/02/2025 00:00
80;M;Impressa;1669;Anual;São José do Rio Preto;Vila Bancário;261;26;6;27/02/2024 00:00;25/02/2025 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Santo Antônio;261;26;10;27/02/2024 00:00;25/02/2025 00:00
83;M;Impressa;1669;Anual;São José do Rio Preto;Vila Santa Cruz;261;26;10;27/02/2024 00:00;25/02/2025 00:00
83;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Municipal;261;26;10;27/02/2024 00:00;25/02/2025 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;26;3;27/02/2024 00:00;25/02/2025 00:00
71;F;Impressa;1669;Anual;São José do Rio Preto;Vila Ideal;261;26;3;27/02/2024 00:00;25/02/2025 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Vila Boa Esperança;261;26;12;27/02/2024 00:00;25/02/2025 00:00
55;M;Combo;780;Anual;São José do Rio Preto;Vila Cristina;156;17;12;27/02/2024 00:00;25/02/2025 00:00
82;F;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;26;10;27/02/2024 00:00;25/02/2025 00:00
2024;J;Digital;1251,75;Anual;São José do Rio Preto;Vila Santa Cruz;261;27;1;27/02/2024 00:00;25/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;26;10;27/02/2024 00:00;25/02/2025 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim São Marco;261;26;10;27/02/2024 00:00;25/02/2025 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;26;10;27/02/2024 00:00;25/02/2025 00:00
82;F;Impressa;1669;Anual;São José do Rio Preto;Vila Zilda;261;26;12;27/02/2024 00:00;25/02/2025 00:00
2024;J;Combo;780;Anual;São José do Rio Preto;Jardim Bordon;156;17;12;27/02/2024 00:00;24/02/2025 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Vila Curti;261;26;10;27/02/2024 00:00;25/02/2025 00:00
36;F;Impressa;1669;Anual;São José do Rio Preto;Pinheiros;261;26;10;27/02/2024 00:00;25/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Parque Celeste;261;26;12;27/02/2024 00:00;25/02/2025 00:00
65;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Bordon;261;26;12;27/02/2024 00:00;25/02/2025 00:00
65;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Herculano;261;26;10;27/02/2024 00:00;25/02/2025 00:00
56;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Alto Rio Preto;261;26;10;27/02/2024 00:00;25/02/2025 00:00
52;M;Combo;390;Semestral;São José do Rio Preto;Jardim Nazareth;73;17;6;27/02/2024 00:00;13/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;26;6;27/02/2024 00:00;25/02/2025 00:00
75;M;Impressa;1669;Anual;São José do Rio Preto;Eldorado;261;26;10;27/02/2024 00:00;25/02/2025 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;26;12;27/02/2024 00:00;25/02/2025 00:00
71;F;Impressa;1669;Anual;São José do Rio Preto;Vila Goyos;261;26;10;27/02/2024 00:00;25/02/2025 00:00
74;F;Combo;780;Anual;São José do Rio Preto;Jardim Tarraf;156;17;6;27/02/2024 00:00;25/02/2025 00:00
76;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Congonhas;261;26;1;27/02/2024 00:00;25/02/2025 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Mugnaini;261;26;10;27/02/2024 00:00;25/02/2025 00:00
64;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Santa Lúcia;261;26;10;27/02/2024 00:00;25/02/2025 00:00
63;F;Impressa;1669;Anual;São José do Rio Preto;Morada Campestre;261;26;12;27/02/2024 00:00;25/02/2025 00:00
79;F;Digital;312,94;Trimestral;Votuporanga;Chácara Aviação;65;27;1;27/02/2024 00:00;27/05/2024 00:00
87;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;26;10;27/02/2024 00:00;25/02/2025 00:00
83;F;Combo;780;Anual;NEVES PAULISTA;A DEFINIR;156;17;12;27/02/2024 00:00;25/02/2025 00:00
93;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;26;10;27/02/2024 00:00;25/02/2025 00:00
78;M;Impressa;1669;Anual;José Bonifácio;A DEFINIR;261;26;10;27/02/2024 00:00;25/02/2025 00:00
78;M;Impressa;1669;Anual;Bady Bassitt;A DEFINIR;261;26;10;27/02/2024 00:00;25/02/2025 00:00
74;F;Combo;195;Trimestral;NEVES PAULISTA;A DEFINIR;39;17;3;27/02/2024 00:00;27/05/2024 00:00
59;M;Impressa;1669;Anual;NEVES PAULISTA;A DEFINIR;261;26;12;27/02/2024 00:00;25/02/2025 00:00
59;M;Impressa;1669;Anual;Mirassol;A DEFINIR;261;26;12;27/02/2024 00:00;25/02/2025 00:00
45;M;Impressa;834,5;Semestral;Mirassol;A DEFINIR;128;26;2;27/02/2024 00:00;24/08/2024 00:00
74;M;Impressa;1669;Anual;Mirassol;A DEFINIR;261;26;10;27/02/2024 00:00;25/02/2025 00:00
63;M;Impressa;1669;Anual;Icém;Centro;261;26;10;27/02/2024 00:00;25/02/2025 00:00
94;M;Impressa;1669;Anual;Uchoa;Centro;261;26;11;27/02/2024 00:00;25/02/2025 00:00
34;M;Digital;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;27;6;27/02/2024 00:00;25/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;26;10;27/02/2024 00:00;25/02/2025 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;26;10;27/02/2024 00:00;25/02/2025 00:00
71;F;Impressa;1669;Anual;Adolfo;A DEFINIR;261;26;10;27/02/2024 00:00;25/02/2025 00:00
73;F;Impressa;1669;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;26;10;27/02/2024 00:00;25/02/2025 00:00
57;M;Impressa;1669;Anual;Cedral;A DEFINIR;261;26;10;27/02/2024 00:00;25/02/2025 00:00
